DUNS,SIC1,LOB,SIC1_DESC,SIC2,SIC2_DESC,SIC3,SIC3_DESC,SIC4,SIC4_DESC,SIC5,SIC5_DESC,SIC6,SIC6_DESC,ACD_IND,CHANGE_IND,POI_NAME,FRAN_CD,FRAN_DESC,STREET_ADDRESS,HOUSE_NUMBER,STREET_PREFIX,STREETNAME,STREETTYPE,STREETSUFFIX,STREETLANG,COUNTRY_NAME,CITY,STATE,POSTALCODE,ADMINAREA,FOODTYPE,CHAINID,PHONE,LATITUDE,LONGITUDE,GEO_ACCURACY,NAIC1,NAIC1_DESC,NAIC2,NAIC2_DESC,NAIC3,NAIC3_DESC,NAIC4,NAIC4_DESC,NAIC5,NAIC5_DESC,NAIC6,NAIC6_DESC,STATUS,SUBSID,HIER,DIAS,TSTYLE1,FRAN_CD1,FRAN_DESC1,TSTYLE2,FRAN_CD2,FRAN_DESC2,TSTYLE3,FRAN_CD3,FRAN_DESC3,TSTYLE4,FRAN_CD4,FRAN_DESC4,TSTYLE5,FRAN_CD5,FRAN_DESC5,GLOBAL_ULT,ULT_NAME,GLOBAL_PAR,PAR_NAME,SALES,EMPS_HERE,SQT_FOOTAGE,RPT_DATE,REC_CLASS,COTTAGE,DOM_ULT,TRDSTYL120,MARKET_IND,ADDR_2, 
340537145,83990000,"SOCIAL SERVICES, NEC, NSK","SOCIAL SERVICES, NEC",,,,,,,,,,,A,9,ERIKA PATYK,,,FELDSTR. 13,,,,,,,GERMANY,HERZBERG,,04916,BRANDENBURG,,,353521131,+00.000000,-000.000000,S,813319,OTHER SOCIAL ADVOCACY ORGANIZA,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340537145,ERIKA PATYK,340537145,ERIKA PATYK,000000000130775,000000015,00000000,080505,,,000000000,,,, 
340989377,86990000,"MEMBERSHIP ORGANIZATIONS, NEC, NSK","MEMBERSHIP ORGANIZATIONS, NEC",,,,,,,,,,,A,9,SENIORENCLUB ZUR HL. FAMILIE,,,UHLANDSTR. 3,,,,,,,GERMANY,KARLSTADT,,97753,BAYERN,,,93537867,+49.963710,+009.781629,D,813990,OTHER SIMILAR ORGANIZATIONS (E,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340989377,SENIORENCLUB ZUR HL. FAMILIE,340989377,SENIORENCLUB ZUR HL. FAMILIE,000000000506267,000000003,00000000,080806,,,000000000,,,, 
324932904,99990000,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS,,,,,,,,,,,A,9,J. RIECK GMBH,,,WENDENSTR. 45B,,,,,,,GERMANY,HAMBURG,,20097,HAMBURG,,,,+00.000000,-000.000000,N,999990,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,324932904,J. RIECK GMBH,324932904,J. RIECK GMBH,000000000000000,000000000,00000000,070120,,,000000000,,,, 
330725292,56210000,WOMENS CLOTHING STORES,WOMEN'S CLOTHING STORES,,,,,,,,,,,A,9,"MODEHAUS CARLA, INHABER KARLA TERP E.K.",,,GLEVINER STR. 7,,,,,,,GERMANY,G†STROW,,18273,MECKLENBURG-VORPOMMERN,,,3843681077,+53.792613,+012.177663,D,448120,WOMEN'S CLOTHING STORES,,,,,,,,,,,0,0,00,,BOUTIQUE KARLA,,,,,,,,,,,,,,,330725292,"MODEHAUS CARLA, INHABER KARLA TERP E.K.",330725292,"MODEHAUS CARLA, INHABER KARLA TERP E.K.",000000000135100,000000001,00000000,100816,,,000000000,BOUTIQUE KARLA,M,, 
327383183,72310000,BEAUTY SHOPS,BEAUTY SHOPS,,,,,,,,,,,A,9,RYF COIFFEUR GMBH,,,MARBURGER STR.,,,,,,,GERMANY,KREUZTAL,,57223,NORDRHEIN-WESTFALEN,,,273226850,+00.000000,-000.000000,N,812112,BEAUTY SALONS,,,,,,,,,,,2,0,02,007309721,RYF COIFFEUR GMBH,,,,,,,,,,,,,,,320944580,KG RYF KOSMETIK GMBH & CO.,318656634,RYF COIFFEUR GMBH,000000000000000,000000000,00000000,050423,,,320944580,RYF COIFFEUR GMBH,,, 
312987527,73890000,"BUSINESS SERVICES, NEC, NSK","BUSINESS SERVICES, NEC",50470309,ORTHOPEDIC EQUIPMENT AND SUPPLIES,,,,,,,,,A,9,OTTO WOLF,,,HOLZŠCKERSTR. 22,,,,,,,GERMANY,KOLLNBURG,,94262,BAYERN,,,99423457,+49.043826,+012.861708,D,561499,ALL OTHER BUSINESS SUPPORT SER,423450,"MEDICAL, DENTAL AND HOSPITAL E",,,,,,,,,0,0,00,,HANDELSVERTRETUNG WOLF,,,,,,,,,,,,,,,312987527,OTTO WOLF,312987527,OTTO WOLF,000000000135100,000000001,00000000,100615,,,000000000,HANDELSVERTRETUNG WOLF,M,, 
388574068,17510000,"CARPENTRY WORK, NSK",CARPENTRY WORK,,,,,,,,,,,A,9,GEORG HOFFMANN,,,ZERRSTR. 36,,,,,,,GERMANY,SCHMELZ,,66839,SAARLAND,,,688788244,+49.439399,+006.855969,D,238130,FRAMING CONTRACTORS,,,,,,,,,,,0,0,00,,ZIMMEREI HOFFMANN,,,,,,,,,,,,,,,388574068,GEORG HOFFMANN,388574068,GEORG HOFFMANN,000000000121590,000000004,00000000,100127,,,000000000,ZIMMEREI HOFFMANN,M,, 
326997355,59430000,"STATIONERY STORES, NSK",STATIONERY STORES,,,,,,,,,,,A,9,MCPAPER AG,,,HAUPTSTR. 4,,,,,,,GERMANY,R…SRATH,,51503,NORDRHEIN-WESTFALEN,,,2205914070,+00.000000,-000.000000,N,453210,OFFICE SUPPLIES AND STATIONERY,,,,,,,,,,,2,0,02,007023809,,,,,,,,,,,,,,,,333890130,JOAX GMBH,324977867,MCPAPER AG,000000000000000,000000000,00000000,050811,,,333890130,,,, 
314099149,73890000,"BUSINESS SERVICES, NEC, NSK","BUSINESS SERVICES, NEC",65310400,REAL ESTATE LEASING AND RENTALS,,,,,,,,,A,9,PALISA.DE GMBH,,,PALISADENSTR. 48,,,,,,,GERMANY,BERLIN,,10243,BERLIN,,,3042028180,+52.518421,+013.439978,D,561499,ALL OTHER BUSINESS SUPPORT SER,531210,OFFICES OF REAL ESTATE AGENTS,,,,,,,,,0,0,00,,PALISA.DE,,,,,,,,,,,,,,,314099149,PALISA.DE GMBH,314099149,PALISA.DE GMBH,000000000253988,000000002,00000000,101016,,,000000000,PALISA.DE,M,, 
497603647,81110000,"LEGAL SERVICES, NSK",LEGAL SERVICES,,,,,,,,,,,A,9,WERNER BUEDDING,,,M†HLENSTR. 42,,,,,,,GERMANY,G†STROW,,18273,MECKLENBURG-VORPOMMERN,,,,+00.000000,-000.000000,N,541110,OFFICES OF LAWYERS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,497603647,WERNER BUEDDING,497603647,WERNER BUEDDING,000000000130193,000000002,00000000,070907,,,000000000,,,, 
388649691,80110000,"OFFICES AND CLINICS OF MEDICAL DOCTORS, N",OFFICES AND CLINICS OF MEDICAL DOCTORS,,,,,,,,,,,A,9,DR.MED. WILFENT DALICHO,,,HAUPTSTR. 33,,,,,,,GERMANY,EHINGEN (DONAU),,89584,BADEN-W†RTTEMBERG,,,739153933,+48.284444,+009.729126,D,621111,OFFICES OF PHYSICIANS (EXCEPT,,,,,,,,,,,0,0,00,,PRAXIS F†R ALLGEMEINMEDIZIN,,,,,,,,,,,,,,,388649691,DR.MED. WILFENT DALICHO,388649691,DR.MED. WILFENT DALICHO,000000000492024,000000004,00000000,091030,,,000000000,PRAXIS F†R ALLGEMEINMEDIZIN,M,, 
326134269,47310000,"FREIGHT TRANSPORTATION ARRANGEMENT, NSK",FREIGHT TRANSPORTATION ARRANGEMENT,,,,,,,,,,,A,9,THOMAS LORENZEN,,,GEWANNSTR. 1,,,,,,,GERMANY,SIEGBACH,,35768,HESSEN,,,,+00.000000,-000.000000,N,488510,FREIGHT TRANSPORTATION ARRANGE,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,326134269,THOMAS LORENZEN,326134269,THOMAS LORENZEN,000000000143478,000000001,00000000,010119,,,000000000,,,, 
316711878,22110000,"BROADWOVEN FABRIC MILLS, COTTON","BROADWOVEN FABRIC MILLS, COTTON",,,,,,,,,,,A,9,SCHARRER GMBH & CO. KG,,,GOTTSDORFER STR. 5,,,,,,,GERMANY,UNTERGRIESBACH,,94107,BAYERN,,,859390080,+48.572030,+013.677900,S,313210,BROADWOVEN FABRIC MILLS,,,,,,,,,,,0,0,00,,SCHARRER KONFEKTION,,,,,,,,,,,,,,,316711878,SCHARRER GMBH & CO. KG,316711878,SCHARRER GMBH & CO. KG,000000007478520,000000027,00000000,100609,,,000000000,SCHARRER KONFEKTION,M,, 
331987107,47310000,"FREIGHT TRANSPORTATION ARRANGEMENT, NSK",FREIGHT TRANSPORTATION ARRANGEMENT,73759902,ON-LINE DATA BASE INFORMATION RETRIEVAL,,,,,,,,,A,9,DIVERSA HAMBACH GMBH,,,BENZSTR. 2,,,,,,,GERMANY,RENNINGEN,,71272,BADEN-W†RTTEMBERG,,,7159920764,+48.778447,+008.935931,D,488510,FREIGHT TRANSPORTATION ARRANGE,517919,ALL OTHER TELECOMMUNICATIONS,,,,,,,,,1,0,01,003907263,DIVERSA HAMBACH GMBH,,,DIVERSA HAMBACH,,,,,,,,,,,,331987107,DIVERSA HAMBACH GMBH,331987107,DIVERSA HAMBACH GMBH,000000001009660,000000000,00000000,100525,,,331987107,DIVERSA HAMBACH GMBH,M,, 
320973647,53990000,"MISCELLANEOUS GENERAL MERCHANDISE STORES,",MISCELLANEOUS GENERAL MERCHANDISE STORES,,,,,,,,,,,A,9,HEIKE ZIRKEL,,,GOLDBERGWEG 1A,,,,,,,GERMANY,FRANKFURT AM MAIN,,60599,HESSEN,,,,+00.000000,-000.000000,N,452990,ALL OTHER GENERAL MERCHANDISE,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,320973647,HEIKE ZIRKEL,320973647,HEIKE ZIRKEL,000000000120894,000000001,00000000,020711,,,000000000,,,, 
332128482,56990000,MISCELLANEOUS APPAREL AND ACCESSORY STORE,MISCELLANEOUS APPAREL AND ACCESSORY STORES,,,,,,,,,,,A,9,RENE MARTICKE,,,SCHLO§STR. 2,,,,,,,GERMANY,FINSTERWALDE,,03238,BRANDENBURG,,,1733831822,+00.000000,-000.000000,N,448150,CLOTHING ACCESSORIES STORES,,,,,,,,,,,0,0,00,,LIMITED LINE,,,,,,,,,,,,,,,332128482,RENE MARTICKE,332128482,RENE MARTICKE,000000000129677,000000001,00000000,030430,,,000000000,LIMITED LINE,,, 
312591426,82490000,"VOCATIONAL SCHOOLS, NEC","VOCATIONAL SCHOOLS, NEC",,,,,,,,,,,A,9,MARIA SERGEJEWA,,,KAISERSTR. 28,,,,,,,GERMANY,D†SSELDORF,,40479,NORDRHEIN-WESTFALEN,,,211444685,+51.233410,+006.779282,D,611519,OTHER TECHNICAL AND TRADE SCHO,,,,,,,,,,,0,0,00,,RUSSISCHE SPRACHSCHULE OLGA DE,,,,,,,,,,,,,,,312591426,MARIA SERGEJEWA,312591426,MARIA SERGEJEWA,000000000169610,000000002,00000000,100204,,,000000000,"RUSSISCHE SPRACHSCHULE OLGA DE GILDE, INH. MARIA SERGEJEWA",M,, 
340199622,72990000,"MISCELLANEOUS PERSONAL SERVICES, NEC, NSK",MISCELLANEOUS PERSONAL SERVICE,,,,,,,,,,,A,9,CLAUDIA KLAUDE,,,NECKARWESTHEIMER STR. 33,,,,,,,GERMANY,GEMMRIGHEIM,,74376,BADEN-W†RTTEMBERG,,,7143965917,+00.000000,-000.000000,S,812990,ALL OTHER PERSONAL SERVICES,,,,,,,,,,,0,0,00,,C-U-K ALLROUND SERVICE,,,,,,,,,,,,,,,340199622,CLAUDIA KLAUDE,340199622,CLAUDIA KLAUDE,000000000063445,000000002,00000000,080328,,,000000000,C-U-K ALLROUND SERVICE,,, 
344476692,57310000,"RADIO, TELEVISION, AND ELECTRONIC STORES","RADIO, TELEVISION, AND ELECTRONIC STORES",,,,,,,,,,,A,9,ELEKTRO CENTER GALLMANN GMBH,,,KIRCHSTR. 7,,,,,,,GERMANY,WEHR,,79664,BADEN-W†RTTEMBERG,,,77629380,+47.628613,+007.903387,D,443112,"RADIO, TELEVISION, AND OTHER E",,,,,,,,,,,0,0,00,,EP GALLMANN,,,,,,,,,,,,,,,344476692,ELEKTRO CENTER GALLMANN GMBH,344476692,ELEKTRO CENTER GALLMANN GMBH,000000000323700,000000003,00000000,100708,,,000000000,EP GALLMANN,M,, 
340050078,81110000,"LEGAL SERVICES, NSK",LEGAL SERVICES,,,,,,,,,,,A,9,FRAU WAGNER UND HERR KRETSCHMANN,,,MARKTPLATZ 3,,,,,,,GERMANY,EHINGEN (DONAU),,89584,BADEN-W†RTTEMBERG,,,7391508326,+00.000000,-000.000000,S,541110,OFFICES OF LAWYERS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340050078,FRAU WAGNER UND HERR KRETSCHMANN,340050078,FRAU WAGNER UND HERR KRETSCHMANN,000000000993112,000000009,00000000,080320,,,000000000,,,, 
317235901,42120000,"LOCAL TRUCKING, WITHOUT STORAGE, NSK","LOCAL TRUCKING, WITHOUT STORAGE",,,,,,,,,,,A,9,DORIS VETTINGER,,,GESENHOFSTR. 5,,,,,,,GERMANY,DORTMUND,,44357,NORDRHEIN-WESTFALEN,,,,+00.000000,-000.000000,N,484110,"GENERAL FREIGHT TRUCKING, LOCA",,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,317235901,DORIS VETTINGER,317235901,DORIS VETTINGER,000000000466492,000000003,00000000,010202,,,000000000,,,, 
389667932,80110000,"OFFICES AND CLINICS OF MEDICAL DOCTORS, N",OFFICES AND CLINICS OF MEDICAL DOCTORS,,,,,,,,,,,A,9,DR.MED. ULRICH LUBER UND GABRIELE LUBER,,,LUDWIG-FEUERBACH-STR. 60,,,,,,,GERMANY,N†RNBERG,,90489,BAYERN,,,911533222,+49.460490,+011.099185,D,621111,OFFICES OF PHYSICIANS (EXCEPT,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,389667932,DR.MED. ULRICH LUBER UND GABRIELE LUBER,389667932,DR.MED. ULRICH LUBER UND GABRIELE LUBER,000000000118237,000000002,00000000,091110,,,000000000,,M,, 
329863547,87120000,ARCHITECTURAL SERVICES,ARCHITECTURAL SERVICES,,,,,,,,,,,A,9,HEINZ DICKMANN & PETER DICKMANN,,,MECKELSTR. 59,,,,,,,GERMANY,WUPPERTAL,,42287,NORDRHEIN-WESTFALEN,,,,+00.000000,-000.000000,N,541310,ARCHITECTURAL SERVICES,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,329863547,HEINZ DICKMANN & PETER DICKMANN,329863547,HEINZ DICKMANN & PETER DICKMANN,000000000190206,000000005,00000000,001121,,,000000000,,,, 
343029919,58120000,EATING PLACES,EATING PLACES,,,,,,,,,,,A,9,MARIO RAHME,,,DANZIGER STR. 3,,,,,,,GERMANY,BERLIN,,10435,BERLIN,,,304427616,+00.000000,-000.000000,N,722110,FULL-SERVICE RESTAURANTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,343029919,MARIO RAHME,343029919,MARIO RAHME,000000000063768,000000001,00000000,070907,,,000000000,,,, 
313828469,86990000,"MEMBERSHIP ORGANIZATIONS, NEC, NSK","MEMBERSHIP ORGANIZATIONS, NEC",,,,,,,,,,,A,9,WIRTSCHAFTSGESELLSCHAFT DER INNUNG DES KRAFTFAHRZEUGGEWERBES REGION STUTTGART MBH,,,LOMBACHER STR. 22,,,,,,,GERMANY,STUTTGART,,70563,BADEN-W†RTTEMBERG,,,71178239911,+48.731553,+009.113118,D,813990,OTHER SIMILAR ORGANIZATIONS (E,,,,,,,,,,,0,0,00,,WIRTSCHAFTSGESELLSCHAFT DER IN,,,,,,,,,,,,,,,313828469,WIRTSCHAFTSGESELLSCHAFT DER INNUNG DES KRAFTFAHRZEUGGEWERBES REGION STUTTGART MBH,313828469,WIRTSCHAFTSGESELLSCHAFT DER INNUNG DES KRAFTFAHRZEUGGEWERBES REGION STUTTGART MBH,000000000226934,000000005,00000000,090930,,,000000000,WIRTSCHAFTSGESELLSCHAFT DER INNUNG DES KRAFTFAHRZEUGGEWER- BES REGION STUTTGART MBH,M,, 
324512607,17110000,"PLUMBING, HEATING, AIR-CONDITIONING, NSK","PLUMBING, HEATING, AIR-CONDITIONING",,,,,,,,,,,A,9,DETLEF WESTHšFER,,,FREILINGER STR. 4,,,,,,,GERMANY,WEIDENHAHN,,56244,RHEINLAND-PFALZ,,,26661523,+50.545763,+007.833977,D,238220,"PLUMBING, HEATING AND AIR-COND",,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,324512607,DETLEF WESTHšFER,324512607,DETLEF WESTHšFER,000000000194220,000000001,00000000,100219,,,000000000,,M,, 
316595990,51810000,"BEER AND ALE, NSK",BEER AND ALE,51820100,WINE,54990203,SOFT DRINKS,,,,,,,A,9,GETRŠNKEFACHGRO§HANDEL MAX MILDENSTEIN E.K.,,,NIENDORFER WEG 24,,,,,,,GERMANY,FEHMARN,,23769,SCHLESWIG-HOLSTEIN,,,43713105,+54.442964,+011.198601,D,424810,BEER AND ALE MERCHANT WHOLESAL,424820,WINE AND DISTILLED ALCOHOLIC B,445299,ALL OTHER SPECIALTY FOOD STORE,,,,,,,0,0,00,,GETRŠNKEFACHGRO§HANDEL MAX MIL,,,,,,,,,,,,,,,316595990,GETRŠNKEFACHGRO§HANDEL MAX MILDENSTEIN E.K.,316595990,GETRŠNKEFACHGRO§HANDEL MAX MILDENSTEIN E.K.,000000002391300,000000005,00000000,100331,,,000000000,GETRŠNKEFACHGRO§HANDEL MAX MILDENSTEIN E.K.,M,, 
322850041,87110000,"ENGINEERING SERVICES, NSK",ENGINEERING SERVICES,,,,,,,,,,,A,9,JOACHIM PETER U. JUERGEN LANDRY,,,WINTERSTR. 2,,,,,,,GERMANY,SAARLOUIS,,66740,SAARLAND,,,,+00.000000,-000.000000,N,541330,ENGINEERING SERVICES,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,322850041,JOACHIM PETER U. JUERGEN LANDRY,322850041,JOACHIM PETER U. JUERGEN LANDRY,000000000325894,000000004,00000000,070404,,,000000000,,,, 
312947497,54210000,MEAT AND FISH MARKETS,MEAT AND FISH MARKETS,,,,,,,,,,,A,9,BRIGITTE WERNER,,,VON-REINER-STR. 16,,,,,,,GERMANY,REGENSBURG,,93053,BAYERN,,,,+49.008037,+012.111159,D,445210,MEAT MARKETS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,312947497,BRIGITTE WERNER,312947497,BRIGITTE WERNER,000000000115580,000000002,00000000,090509,,,000000000,,M,, 
343673682,73890000,"BUSINESS SERVICES, NEC, NSK","BUSINESS SERVICES, NEC",,,,,,,,,,,A,9,ETEM K†C†K,,,AM DšRPSDIEK 4,,,,,,,GERMANY,KIEL,,24109,SCHLESWIG-HOLSTEIN,,,4340402830,+54.313823,+010.030954,D,561499,ALL OTHER BUSINESS SUPPORT SER,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,343673682,ETEM K†C†K,343673682,ETEM K†C†K,000000000122309,000000001,00000000,100618,,,000000000,,M,, 
327321360,59920000,"FLORISTS, NSK",FLORISTS,,,,,,,,,,,A,9,"G A R T E N I G E L HEIM, GARTEN UND FREIZEIT ROLAND PFŠNDER",,,BALLENMOOS 5,,,,,,,GERMANY,BAD WALDSEE,,88339,BADEN-W†RTTEMBERG,,,75243651,+47.917110,+009.747073,D,453110,FLORISTS,,,,,,,,,,,1,0,01,005121131,GARTENIGEL,,,,,,,,,,,,,,,327321360,"G A R T E N I G E L HEIM, GARTEN UND FREIZEIT ROLAND PFŠNDER",327321360,"G A R T E N I G E L HEIM, GARTEN UND FREIZEIT ROLAND PFŠNDER",000000000453180,000000000,00000000,090609,,,327321360,GARTENIGEL,M,, 
312501611,49110000,"ELECTRIC SERVICES, NSK",ELECTRIC SERVICES,,,,,,,,,,,A,9,KLIXB†LLER ENERGIE GMBH & CO. KG,,,HAUPTSTR. 106,,,,,,,GERMANY,KLIXB†LL,,25899,SCHLESWIG-HOLSTEIN,,,466277144,+54.790721,+008.922358,D,221119,OTHER ELECTRIC POWER GENERATIO,,,,,,,,,,,0,0,00,,KLIXB†LLER ENERGIE GMBH & CO.,,,KLIXB†LLER ENERGIE,,,,,,,,,,,,312501611,KLIXB†LLER ENERGIE GMBH & CO. KG,312501611,KLIXB†LLER ENERGIE GMBH & CO. KG,000000000262301,000000002,00000000,100601,,,000000000,KLIXB†LLER ENERGIE GMBH & CO. KG,M,, 
341112854,86990000,"MEMBERSHIP ORGANIZATIONS, NEC, NSK","MEMBERSHIP ORGANIZATIONS, NEC",,,,,,,,,,,A,9,HEIMATKUNDEVEREIN ROTHM†HL E.V.,,,REBHANGSTR. 37,,,,,,,GERMANY,OESTRICH-WINKEL,,65375,HESSEN,,,67235165,+50.029853,+008.033490,D,813990,OTHER SIMILAR ORGANIZATIONS (E,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341112854,HEIMATKUNDEVEREIN ROTHM†HL E.V.,341112854,HEIMATKUNDEVEREIN ROTHM†HL E.V.,000000000196810,000000002,00000000,081110,,,000000000,,,, 
314715983,87420000,MANAGEMENT CONSULTING SERVICES,MANAGEMENT CONSULTING SERVICES,51929901,BOOKS,,,,,,,,,A,9,REGENBOGENWELT MARKETING GMBH,,,KRIELOWER WEG 11,,,,,,,GERMANY,BERLIN,,14089,BERLIN,,,3037581017,+52.474341,+013.181686,D,541611,ADMINISTRATIVE MANAGEMENT AND,424920,"BOOK, PERIODICAL AND NEWSPAPER",,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,314715983,REGENBOGENWELT MARKETING GMBH,314715983,REGENBOGENWELT MARKETING GMBH,000000000210756,000000002,00000000,100314,,,000000000,,M,, 
325470941,58120000,EATING PLACES,EATING PLACES,,,,,,,,,,,A,9,MARIANNE UND STEFAN STEINBACHER,,,KRANKENHAUSSTR. 3,,,,,,,GERMANY,VOGTAREUTH,,83569,BAYERN,,,8038258,+47.948471,+012.181876,D,722110,FULL-SERVICE RESTAURANTS,,,,,,,,,,,0,0,00,,VOGTAREUTHER HOF,,,,,,,,,,,,,,,325470941,MARIANNE UND STEFAN STEINBACHER,325470941,MARIANNE UND STEFAN STEINBACHER,000000000191568,000000002,00000000,090507,,,000000000,VOGTAREUTHER HOF,M,, 
340832172,80110000,"OFFICES AND CLINICS OF MEDICAL DOCTORS, N",OFFICES AND CLINICS OF MEDICAL DOCTORS,,,,,,,,,,,A,9,NORD -APOTHEKE MARKUS WURZBACHER E. K.,,,O.A,,,,,,,GERMANY,WEIMAR,,99423,TH†RINGEN,,,,+00.000000,-000.000000,T,621111,OFFICES OF PHYSICIANS (EXCEPT,,,,,,,,,,,2,0,01,009316612,STADT-APOTHEKE FILIALAPOTHEKE,,,,,,,,,,,,,,,332978357,NORD -APOTHEKE MARKUS WURZBACHER E. K.,332978357,NORD -APOTHEKE MARKUS WURZBACHER E. K.,000000000000000,000000000,00000000,080619,,,332978357,STADT-APOTHEKE FILIALAPOTHEKE DER NORD - APOTHEKE MARKUS WURZBACHER E.K.,,, 
325974939,17510000,"CARPENTRY WORK, NSK",CARPENTRY WORK,,,,,,,,,,,A,9,HUGO HEINE,,,AM LINDENB†HL 11,,,,,,,GERMANY,BODNEGG,,88285,BADEN-W†RTTEMBERG,,,75202113,+47.711549,+009.688896,D,238130,FRAMING CONTRACTORS,,,,,,,,,,,0,0,00,,SCHREINEREI HEINE,,,,,,,,,,,,,,,325974939,HUGO HEINE,325974939,HUGO HEINE,000000000081060,000000001,00000000,100202,,,000000000,SCHREINEREI HEINE,M,, 
322297243,50840000,INDUSTRIAL MACHINERY AND EQUIPMENT,INDUSTRIAL MACHINERY AND EQUIPMENT,,,,,,,,,,,A,9,TESSAR-PLAST GESELLSCHAFT MIT BESCHRŠNKTER HAFTUNG,,,BENRADER STR. 78,,,,,,,GERMANY,T…NISVORST,,47918,NORDRHEIN-WESTFALEN,,,2151701028,+51.317177,+006.511162,D,423830,INDUSTRIAL MACHINERY AND EQUIP,,,,,,,,,,,0,0,00,,TESSAR-PLAST,,,,,,,,,,,,,,,322297243,TESSAR-PLAST GESELLSCHAFT MIT BESCHRŠNKTER HAFTUNG,322297243,TESSAR-PLAST GESELLSCHAFT MIT BESCHRŠNKTER HAFTUNG,000000000647400,000000001,00000000,100316,,,000000000,TESSAR-PLAST,M,, 
340775822,86990000,"MEMBERSHIP ORGANIZATIONS, NEC, NSK","MEMBERSHIP ORGANIZATIONS, NEC",,,,,,,,,,,A,9,LINKSPARTEI.PDS RAVENSBURG,,,RINGGENBURGSTR. 18,,,,,,,GERMANY,RAVENSBURG,,88213,BADEN-W†RTTEMBERG,,,75194843,+00.000000,-000.000000,S,813990,OTHER SIMILAR ORGANIZATIONS (E,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340775822,LINKSPARTEI.PDS RAVENSBURG,340775822,LINKSPARTEI.PDS RAVENSBURG,000000000196810,000000002,00000000,080513,,,000000000,,,, 
388752300,72410000,"BARBER SHOPS, NSK",BARBER SHOPS,72319901,HAIRDRESSERS,,,,,,,,,A,9,ANKE STOYE,,,KIRCHSTR. 9,,,,,,,GERMANY,EDLAU,,06420,SACHSEN-ANHALT,,,,+51.677170,+011.820425,D,812111,BARBER SHOPS,812112,BEAUTY SALONS,,,,,,,,,0,0,00,,FRISEURSALON STOYE,,,,,,,,,,,,,,,388752300,ANKE STOYE,388752300,ANKE STOYE,000000000079710,000000001,00000000,090910,,,000000000,FRISEURSALON STOYE,M,, 
330974296,99990000,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS,,,,,,,,,,,A,9,RUEGENER KACHELOFEN UND LUFHEIZUNGSBAU GMBH,,,RUEGARDSTR.,,,,,,,GERMANY,BERGEN AUF R†GEN,,18528,MECKLENBURG-VORPOMMERN,,,,+00.000000,-000.000000,N,999990,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,330974296,RUEGENER KACHELOFEN UND LUFHEIZUNGSBAU GMBH,330974296,RUEGENER KACHELOFEN UND LUFHEIZUNGSBAU GMBH,000000000000000,000000000,00000000,030509,,,000000000,,,, 
323338616,17110000,"PLUMBING, HEATING, AIR-CONDITIONING, NSK","PLUMBING, HEATING, AIR-CONDITIONING",,,,,,,,,,,A,9,HEIZBAU LOTZ NIEVERN GMBH,,,NIEVERNER STR. 53,,,,,,,GERMANY,BAD EMS,,56130,RHEINLAND-PFALZ,,,,+50.332348,+007.705802,Z,238220,"PLUMBING, HEATING AND AIR-COND",,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,323338616,HEIZBAU LOTZ NIEVERN GMBH,323338616,HEIZBAU LOTZ NIEVERN GMBH,000000000645056,000000008,00000000,091014,,,000000000,,M,, 
329088744,17510000,"CARPENTRY WORK, NSK",CARPENTRY WORK,,,,,,,,,,,A,9,LOUIS MEYER GMBH & CO. KG,,,BEETHOVENSTR. 76,,,,,,,GERMANY,NEU-ISENBURG,,63263,HESSEN,,,610222592,+50.053372,+008.690179,D,238130,FRAMING CONTRACTORS,,,,,,,,,,,0,0,00,,SCHAFFNER,,,,,,,,,,,,,,,329088744,LOUIS MEYER GMBH & CO. KG,329088744,LOUIS MEYER GMBH & CO. KG,000000000524857,000000005,00000000,100109,,,000000000,SCHAFFNER,M,, 
